"3e37867d-4b36-4b16-a2a8-7e6777a26c4d",Aluminé,
"7e53b214-13ef-49d5-8a56-48e291b1e7d2",Andacollo,
"3c4b7b1a-58f1-4f1d-a0b5-9a10a18582d5",Añelo,
"2970d7fd-3b38-43f3-9440-f8a285865f7e",Bajada del Agrio,
"6ebfa989-660f-46d5-a40a-163e775cf407",Barrancas,
"78be2f32-1dc7-4e9f-b8e2-c86b68c4ce7a",Buta Ranquil,
"afce4c32-1d78-4b0b-9d31-3c74e58a3c6c",Caviahue-Copahue,
"33d4b4fd-fb80-4d5e-803e-8ceaf29f44d3",Centenario,
"43789f26-0ec8-4f62-b076-47820d38a7d4",Chorriaca,
"a11f90b4-03c0-4921-b94a-b803f713de30",Chos Malal,
"1e0566c1-41bb-4f33-8360-4db2d1640c79",Cutral Có,
"b4fa10a5-1b69-4868-b2b8-2d2f9a2d3b1a",El Huecú,
"0b0b074d-f2d6-4047-bc54-6a18a605f5ed",El Cholar,
"21b53e74-88d1-4a84-8c33-d1b499b20274",Guañacos,
"9393c2e6-b4a8-4204-985b-62447f57be2b",Huinganco,
"6b7f25f3-0c9b-43be-b5bb-fcf7a9a81faa",Junín de los Andes,
"63eef913-416f-4a0c-bc4d-00e4ff1c3a5a",Las Coloradas,
"3a14df6e-c6f5-4895-99a6-5b05897d0d4d",Las Lajas,
"497f42e2-4a65-49ef-b4c0-3b12a78f8ec6",Loncopué,
"f3634a0c-1f29-4ba0-9d3b-307c34f52e0d",Los Catutos,
"5d8a9384-b10c-4bc5-b27b-d6d5b09f5fb4",Manzano Amargo,
"5f308b90-b705-4bc0-8149-67ba35c1d885",María Auxiliadora,
"a302f603-32e1-4a8c-9c3e-7e49a274ab47",Paso Aguerre,
"4ef8f75c-19e8-44a2-9a4e-2a92b4ab4e06",Picún Leufú,
"61cc0874-56e7-4708-9da0-6aaf945b62a6",Piedra del Águila,
"ca510b2b-225d-45b5-92ef-20b42934e72b",Plaza Huincul,
"9f87d82a-24f5-4a6b-960b-7d923628b90e",Quili Malal,
"396d4c85-1dd3-41f5-b607-95c621f2d16e",Rincón de los Sauces,
"5f6b9d2c-4c80-4ba5-9370-0c5a9a54f268",San Martín de los Andes,
"a1d98aaf-7cd7-46eb-94ae-8a11b1e0f000",Santo Tomás,
"f52bde3f-d862-46e0-a3b7-14a84de2090a",Senillosa,
"10e86b1d-79b6-4a3f-a3f3-00585a2d22f0",Taquimilán,
"9b6fb69d-72aa-4f05-893f-4d3891b6ec10",Tricao Malal,
"c1d2eb07-48c1-47ff-9872-f5d7b93b1f64",Varvarco,
"d1f663f1-1809-45d6-9080-f1604c0c5e53",Villa Curí Leuvú,
"b24cfb59-d02a-4a47-beca-9d5cd95b3c0d",Villa del Nahueve,
"6b308607-4724-4885-9df9-b0ffda1963c4",Villa La Angostura,
"7c821d4d-07d5-4629-ae22-7572db7a90de",Villa Pehuenia,
"01d5f8a1-60e6-4697-a7f2-48a10a6ce5f1",Villa Traful,
"ea4f2cf4-83c3-4e90-8f8a-2f8320d762b5",Zapala
