"10b7d5f4-7fd3-4d21-9c2a-6c80f7a80b09",Auvergne-Rhône-Alpes,
"5b556f23-c4d7-41d8-b16e-9dd614426460",Bourgogne-Franche-Comté,
"07a0d17d-1325-4d06-9a23-4a4594b53fc4",Bretagne,
"b42a25b3-2ee4-48dc-9750-4d2c28a3e4f8",Centre-Val de Loire,
"9e389548-68d4-4e9b-9c61-af4b3b3a5d13",Corse,
"ec6e4487-f93c-4b2b-9ba4-af2f06a08527",Grand Est,
"38062423-24a8-46d5-ae82-9f10141f42ae",Hauts-de-France,
"33c5cc9a-bc11-4d1f-9259-1c90544c491b",Île-de-France,
"3f134f4e-d642-4b02-943c-35d8b731e4f4",Normandie,
"1890d7f7-618f-4f54-97b7-4a6e7baf4aa2",Nouvelle-Aquitaine,
"b7566749-3206-4ac5-a7f2-4e42f28bfb9e",Occitanie,
"cf82a058-4c43-4c6f-912a-b95baf7ff7e6",Pays de la Loire,
"20d09594-1104-44d8-83d0-c4f2727b008e",Provence-Alpes-Côte d'Azur
