"fdc48e67-fb65-4897-a912-7f4bfed2e145",Afghanistan,
"3b66b3c3-4b60-4c77-b268-803cbe83c8cc",Albania,
"ee5724db-3647-49ee-80e0-797b515c1cf0",Algeria,
"8c257e60-0fc1-42e6-8b38-b3b67e9a4a04",Andorra,
"137d25bb-bf13-4714-a2e1-ae29fe45f2b3",Angola,
"2c687a87-4d29-48ef-92d6-894c75c7b695",Antigua and Barbuda,
"f44612d8-1ec4-4f1b-9e2a-461c8f1ce40f",Argentina,
"e3202703-bde8-4ed4-98f5-6a25270521bb",Armenia,
"b9b5ae05-6f78-4e78-97a4-694b78499b56",Australia,
"2e32b2d1-d006-45f4-aae4-3b507c7f8716",Austria,
"4a32b07b-836d-4f0e-ae6d-b58e7d22b0f7",Azerbaijan,
"80c6692f-91e6-4c00-9fb3-f0f6bc896e54",Bahamas,
"f1da12b0-496d-4a67-8721-6a9b912579f1",Bahrain,
"5c02d4f7-256c-4bc4-bb00-8f905ed8e326",Bangladesh,
"a51ac9c0-5067-4f07-86b7-1926aa2d4d15",Barbados,
"e3e276c0-38c0-4954-8b61-d2e51c112a8d",Belarus,
"808126bc-32f2-4b29-99b7-b9d32b0c69b2",Belgium,
"6d0e9ea4-f30d-40e4-9b67-97db01d8d2e0",Belize,
"ee5a9ba4-4c3a-4f76-9e2f-7b55f0210c2e",Benin,
"d28efabf-3b46-46a5-8b15-0b76e9a96b32",Bhutan,
"7fd40b58-384e-4f92-bb3a-8e4b646e4077",Bolivia,
"2df1b08f-d401-41cf-8427-8f3e2edc6879",Bosnia and Herzegovina,
"1b3dc355-4e57-4ab8-b731-1422258623ef",Botswana,
"9339b472-d63a-4e5c-99fd-5dab4b89895e",Brazil,
"63dfba05-fc26-4346-ae85-8442ed60e547",Brunei,
"0be70ac1-84ff-4668-9d5b-6099de79f9df",Bulgaria,
"e569b03c-69e1-42a3-ba8b-30672c5f17e3",Burkina Faso,
"7e48b1fd-9680-4b59-bf2a-f1d8b5ba7195",Burundi,
"e7c3cbe8-8378-4fd6-97e8-70c36e07305e",Cabo Verde,
"0a751631-95e0-4617-81be-9e89cb2a4a59",Cambodia,
"08c12c25-7d3c-47e5-8a6d-ced7ffaae3ef",Cameroon,
"0f2f4332-13f6-4c8f-b5e2-87a015d2da8d",Canada,
"fb33d195-7f06-4dab-a2b7-87e89a7fd6b3",Central African Republic,
"9d1ef946-1ac7-4ae5-90b1-85e17f2ecb7c",Chad,
"7d9c7c32-5374-46c4-bd5d-242420892cfd",Chile,
"36b6480c-74b5-491d-8df7-5c6e0ae68375",China,
"517df389-8021-47c4-a2b0-89e8de6d1f1e",Colombia,
"fd6f5e7e-8605-4888-9a80-cbf3e805a94c",Comoros,
"b5e95b14-227b-45a6-82f6-6c6e97b5fb96",Democratic Republic of the Congo, 
"32e2c57b-5396-4f65-9865-7de1234298c4",Republic of the Congo, 
"6d14e497-4b3d-40ab-b7a6-7d748c3c1356",Costa Rica,
"8c0b2687-66a2-499e-8e0e-d70634b7c045",Cote d'Ivoire,
"e447b4ee-1568-4a77-a5b7-97d43c5bb2b7",Croatia,
"8e84a1f7-4385-4f10-80ba-0b9b3b4cc09d",Cuba,
"3b961637-0201-45a8-8cf4-bf98d61907e7",Cyprus,
"0341c374-56b5-4709-85e8-525ab3f1d0bc",Czech Republic,
"054e9c24-6a1d-4861-8921-9e108f9e3d5b",Denmark,
"f5dd0d3c-d4c4-41fb-a7fd-1a4c19e5fbcb",Djibouti,
"e1d2c631-b6b1-49cf-9466-8c44e1ff5f29",Dominica,
"f5748be5-8fb0-495d-aa0f-49f4ae0633c5",Dominican Republic,
"6fcf646d-f91d-4fd6-aa96-27f438611b6e",Ecuador,
"1f8a64f0-25a4-4632-9879-ee5ddc49d071",Egypt,
"f7fb54fc-0091-498d-8c1e-ec27b9db61ae",El Salvador,
"fb86b847-99e8-446e-b28a-04b7d88a1a1d",Equatorial Guinea,
"4b33248e-2d90-4911-88c3-0a108ef2027b",Eritrea,
"6c52eb25-98e5-40d5-916e-18b2d74a05da",Estonia,
"aa478c8f-c3fd-4184-a937-7fc9b2c4ba33",Eswatini,
"1f394b05-4e59-42b5-8f0e-9447ec60d56c",Ethiopia,
"3b46ee2f-c4cb-4085-935b-5b396bb21c82",Fiji,
"2992a722-c344-4093-8f19-2b3bcf2c6b4a",Finland,
"de97f612-15a3-4f4f-9623-4dfb8da1f784",France,
