"1820c978-95d5-464f-af01-8d38b53e956b",Abruzzo,
"07e5cf9c-27f6-4a01-b6d2-4a7ed9c6f96a",Basilicata,
"7d6e31f1-cf97-4372-ba18-7e0e1cc7b84b",Calabria,
"9fd2d9e5-ecfc-4c82-91f0-ef926b2e166d",Campania,
"e42f0023-453b-4431-94c4-1b51d7a70e79",Emilia-Romagna,
"ee57c591-45f1-4f9a-a5e7-7e1d330416b4",Friuli-Venezia Giulia,
"72b053f5-4769-43be-b3b1-3c2e0c3a8f93",Lazio,
"80d03b86-cf8a-43f6-95a1-157cbf13e735",Liguria,
"9a4c22e7-6d3f-4ce6-af0e-19f8f0a4a7f6",Lombardia,
"bc81f26c-62f5-4e68-9a6c-6c0538dd29c8",Marche,
"6828a144-ebd6-4855-8d77-5cfc4a71df24",Molise,
"541e20d7-4e30-41e5-8a4f-d1e04bbf7ed4",Piemonte,
"f8a1a418-8a9f-4720-8e82-5f44c816d6b2",Puglia,
"9cf7ef3f-49e3-497d-aa44-08a0e32a0214",Sardegna,
"bc4d69b7-091f-485d-9b41-18420268c4d8",Sicilia,
"016f35c7-c308-4ef5-92fb-3ec1d28f7607",Toscana,
"9c9c8107-d3bb-42cf-8c6b-d259ef4e0b57",Trentino-Alto Adige,
"ca76f9c3-ef3e-45f4-b073-9e0416a390bb",Umbria,
"71d94d7f-5bfc-4299-b6e8-8122a85bbde1",Valle d'Aosta,
"2b684c4b-30c4-4963-a735-300871c8fd71",Veneto
